Probesets	cold_green_6h	cold_green_24h	cold_roots_6h	cold_roots_24h	osmotic_green_6h	osmotic_green_24h	osmotic_root_6h	osmotic_root_24h	salt_green_6h	salt_green_24h	salt_root_6h	salt_root_24h	drought_green_6h	drought_green_24h	drought_root_6h	drought_root_24h	genotox_green_6h	genotox_green_24h	genotox_root_6h	genotox_root_24h	oxidative_green_6h	oxidative_green_24h	oxidative_root_6h	oxidative_root_24h	UV-B_green_6h	UV-B_green_24h	UV-B_root_6h	UV-B_root_24h	wounding_green_6h	wounding_green_24h	wounding_root_6h	wounding_root_24h	heat_green_3+3h	heat_green_3+21h	heat_root_3+3h	heat_root_3+21h	diurnal_04h.CEL	diurnal_08h.CEL	diurnal_12h.CEL	diurnal_16h.CEL	diurnal_20h.CEL	diurnal_24h.CEL	Sulfate_2h	Sulfate_8h	Sulfate_24h	Pinf_6h	Pinf_24h	DC3000_02h	DC3000_24h	ABA_3h	ABA_30h	ACC_3h	ACC_30h	BL_3h	BL_30h	GA_3h	GA_30h	IAA_3h	IAA_30h	MJ_3h	MJ_30h	ZEA_3h	ZEA_30h	cell_cycle_aph_6h	cell_cycle_aph_8h	cell_cycle_aph_10h	cell_cycle_aph_12h	cell_cycle_aph_14h	cell_cycle_aph_16h	cell_cycle_aph_19h
245567_at	-0.035542216	0.19691744	1.4203129	4.8787284	-0.04270957	0.8020953	-1.9328988	-1.4590971	0.33917904	0.009687643	-1.3417525	-1.2200146	-0.28376555	0.16947868	-2.5683718	-0.07099281	-0.38083467	-0.08842786	0.9869358	1.5309846	-0.4300816	-0.07762035	-0.7646793	-0.7840956	-0.2015692	0.39162397	-0.5401471	1.709279	-0.33292204	0.7454033	-0.73053443	1.092537	-0.45153177	-0.15159233	-0.6427502	0.39059782	0.5529947	0.6814848	0.34447354	0.34447354	0.08899641	0.50764024	0.065327175	-0.23708263	-0.36621314	0.09485506	0.049362265	0.49303377	1.8758181	-0.095822744	0.02498812	-0.26887202	0.047276687	0.25443676	0.36583275	0.38017386	0.51262295	1.1636612	0.31649062	-0.9509368	-0.11959272	0.60332763	-0.30675754	-1.0638719	-1.0736532	-1.0170428	-0.60491705	-0.96452165	-0.84687895	-0.98293644
266851_at	0.035455424	0.72070736	-0.5860742	5.1207094	0.20106265	-0.14478059	-2.4011567	-3.0436816	0.16113885	0.06479916	-3.8326697	-2.0003107	0.10816647	0.001057644	-1.0112932	0.045293733	-0.17037454	0.18430722	-0.032356363	1.405094	0.12565416	-0.032421723	0.09033557	-0.48606345	-0.13063265	-0.0720533	0.13602597	-0.98086476	0.012570466	0.07328264	-0.391077	0.47725123	-0.29623145	-0.01022869	-0.67250824	0.8818082	0.09113549	0.33262587	0.48049873	0.113365464	0.28185847	0.101823516	-0.10472621	0.013722819	-0.2617746	0.3558163	0.32880268	0.18295763	0.23035148	-0.017463794	0.24269354	0.24826692	0.29923117	0.13807489	0.28955054	0.13997892	0.10609327	0.23932247	0.18853031	-0.080641896	0.2099695	0.17202935	0.08807774	0.39272264	0.23872	0.394685	0.10302705	0.38414204	0.1698362	0.3567554
251899_at	0.5132167	3.1228352	0.68779635	0.5466025	-2.8151906	-3.8134642	-2.2468941	-2.0143938	-0.11945525	0.9790312	-2.6905522	-1.2653803	-0.68682903	0.4740726	0.17144246	0.779613	-0.29783514	0.5999183	0.17795591	0.16647038	-0.118087254	0.77291316	0.155824	-0.21741077	-1.0751369	0.31807804	0.11902628	0.32197243	0.6067871	1.2048495	0.2704655	0.17958106	0.681625	0.39409217	0.45859152	0.4327462	0.30404758	0.041824628	0.31895116	0.6598583	0.35529038	-0.7493794	0.50380063	0.390128	0.6561065	-0.26554713	-1.8192068	0.5493098	-0.9052499	-0.8074821	0.40868178	0.61101145	0.40930188	0.35950026	0.20813614	0.3152743	0.431935	0.5633433	0.55064815	-0.1955502	0.34753054	0.32261804	0.63722205	-0.31910872	-0.1623718	-0.15234388	-0.012596031	-0.14764923	0.027226117	-0.2101376
247189_at	-1.2600871	-0.3028582	0.22638892	0.13780181	-2.4320915	0.22812712	-1.4735408	-0.74471396	-0.73311055	3.9818609	-1.3409903	-1.2080578	-0.13510072	0.6499649	-0.24684498	0.36697474	-1.0238914	0.25504327	-0.3840046	-0.9139751	0.27908418	1.4919004	0.08565824	-0.4417289	-2.0932868	0.7320327	0.49955583	0.760855	0.18546267	1.84716	0.15490055	-0.0864827	2.1987097	0.110410534	0.5234397	-0.046603676	-0.3768397	-0.6063075	-0.8791322	-0.9681925	-0.83117825	-1.4540801	0.44600633	0.38235062	0.4734781	-1.0153543	-1.3989973	-1.4307029	-0.48297623	-0.41119787	0.32509708	-0.14638749	0.41766167	2.155735	0.8827208	0.5396438	0.28057322	0.1916124	0.28654474	-0.36478847	0.408947	0.21128583	0.4143663	0.37164432	0.25026003	0.41490266	0.8040954	0.46836853	0.4364009	0.35647792
260753_at	2.531255	2.2636483	3.317463	1.8096263	-0.86936903	0.2190296	-2.9815	-0.77246493	-0.1457478	0.43493143	-2.9924283	-1.1392967	0.3801221	0.28145742	0.059465587	0.12235823	0.08099576	0.23311412	-0.21330571	-0.07250623	0.18934192	0.40983662	0.08265488	-0.2948135	-0.91444105	0.017657008	0.8794646	0.24564885	0.27285236	0.66942924	0.44586074	0.725155	0.19375524	0.53352493	-0.27747136	-0.13981332	0.2871568	0.068314254	-1.7393136	-1.2080889	1.0092822	0.44989535	0.1467817	0.13454406	-0.18025587	-0.8705715	0.13636985	-0.13012119	-2.4197311	-1.2714806	-0.6777059	0.54066163	0.21286198	0.06920857	-0.037118644	0.14818467	0.38154924	-0.22465484	0.02321383	-0.8126657	-0.9943828	0.26705366	-0.96388465	0.4091381	0.2723953	0.3197172	0.23204187	0.26239046	0.37419474	0.19952923
258742_at	2.9041228	2.2573717	3.4875493	2.760274	0.28730282	-0.31843016	0.26113123	-0.16744466	-0.20473655	-0.14246063	-0.53072846	-0.71208555	-0.09427532	0.15381525	0.05674627	0.048844855	-0.042749308	-0.03752333	-0.050600503	-0.62018174	-0.16384956	0.12523459	-0.10564336	-0.2432588	-3.2734425	-0.32112166	0.38521507	0.3481879	-0.32684755	-0.08259553	0.4508788	-0.007733847	0.101436876	-0.019541765	0.16678189	-0.43876588	0.3836278	0.25320378	-1.5178784	-1.6560007	1.9933927	0.114649974	-0.028793128	0.07762325	-0.034296535	-0.5900929	-1.8078262	-1.3824662	-0.90518546	0.6797378	0.06393784	-0.5296677	-0.1807577	1.9950953	-0.35052827	-0.43063396	-0.18322332	-0.8808563	-0.033098757	-0.76775134	-0.20846471	-0.14106593	0.27863702	0.27513537	-0.17583874	-0.046538766	-0.119697705	-0.06687711	0.16234404	-0.1307215
259788_at	0.3469642	0.92863095	1.2382941	3.286066	0.5849281	-0.30597275	0.6432208	-1.1829047	0.5025374	1.152027	0.82163966	-1.932429	-0.14308594	0.26745585	0.2089317	-0.16896184	0.09827269	0.5579365	0.92565125	-0.7421459	0.05603145	-0.09258568	0.059652906	-0.5758815	-1.6612976	-0.38990045	0.40959105	-1.5272537	0.24191788	0.23287517	0.34041613	0.12429399	-0.003056377	0.29887238	-0.89688087	0.3452223	0.47722018	0.26418537	-0.62046486	0.03739263	0.5493664	0.020493006	0.13013443	0.2820618	0.373494	-1.2560905	-1.8130877	-0.1004865	-5.388743	0.88588	0.17868452	-0.49539855	0.16316791	1.0539731	0.14247073	0.12022736	0.19338797	-0.333957	0.29741272	-0.7944928	0.12160863	-0.013722071	0.19895807	0.1163215	0.14855586	0.1872606	0.20407411	0.18200462	0.17603329	0.263001
253372_at	0.81003076	0.21349281	0.5120846	-0.4965881	0.23326816	-0.9117736	0.49600798	-1.5059782	0.18682736	-0.6376031	-0.86956215	-2.672755	-0.47313565	0.5636425	0.5391084	0.38623384	0.1756399	0.16963954	1.2387805	-0.54889506	0.29366484	-0.31258282	0.25352207	-0.11298735	-1.4060159	-0.3607736	-0.22252703	-1.45037	-0.08620829	0.20448321	-0.040977962	-0.40325505	0.89931923	-0.57189167	0.08402404	-0.3127928	1.8568738	1.4628444	0.24303836	2.7820592	2.3387265	0.9772517	-0.00493625	0.25054798	-0.041885737	-1.1676755	-0.36443406	-0.78001225	-4.8409476	0.1887271	0.1267333	-0.036069565	0.06412265	0.57279515	-0.030289501	0.4181622	0.15125757	-0.022872992	0.08827613	-0.5434438	-0.036682077	-0.072523475	0.1811077	0.2840173	0.41605455	0.27690083	0.47828186	0.2571858	0.26757646	0.39613602
247444_at	-1.0894203	0.6778718	1.0059825	3.161839	-1.7404097	-1.1713948	-0.03834685	0.72221416	-1.0635849	-1.1546578	0.975897	1.8897917	-0.91712636	0.60834837	0.4763588	0.4849448	0.08833317	0.72704947	0.41485333	0.60015005	0.06614551	-0.4976	-0.007434635	0.006729883	-0.91055703	0.9603024	-0.4494766	0.09972813	-0.7145899	0.9977383	-0.085056126	0.6561935	-1.3508958	0.42551538	-0.35150865	0.021616954	0.2642367	0.05119092	0.5617582	0.8523986	0.8301311	-0.32532555	0.15506493	-0.3671236	-0.060348555	-2.095429	0.70146954	0.16803068	-3.133847	-2.0459542	0.024303485	-0.47146022	0.18167007	-0.12264705	0.048619434	0.26672763	-0.14501265	-1.4204706	-0.2024713	-1.353831	-0.061880074	-1.14265	-0.30026138	-0.33944204	0.011529592	0.49009025	0.7252208	1.0903105	1.9923662	1.6474907
253871_at	-2.4067361	2.697495	0.4262044	0.41050434	-1.3877307	-2.1114254	0.19295797	-0.3018308	-0.3869577	-0.005296845	0.5655413	0.9559781	-0.17990263	1.8670207	0.23761994	-0.031408634	-0.31240332	0.35531464	0.8820121	0.42372414	-0.04799274	0.76961046	-0.27131963	0.058001943	-1.5119338	-0.09749444	0.10546548	-0.19840866	-0.5006481	0.12687795	1.1761763	0.87395614	-0.43440226	-0.29972926	0.15881662	-0.26500747	-0.37819576	0.97417927	-0.47776905	-0.602047	2.0060127	-0.57580376	-0.047133896	0.025401227	0.1082331	-1.2143248	-0.15453175	-1.19277	-4.879619	-0.6050611	0.24467176	-0.067628466	0.20744619	0.06819784	0.25796545	0.11348104	0.3198804	-0.2227549	0.15368763	-0.40139455	0.21429284	0.33262852	-0.24289644	0.31408182	0.897346	0.8502192	0.7964686	0.71686053	0.56977165	0.3584559
263951_at	0.85825086	1.4310436	1.6084569	3.9489887	-1.6478195	-4.02961	0.54365176	0.21457972	-0.52509284	-1.9109808	0.60801005	0.011500497	-0.13529566	0.24625105	0.33215255	0.37131044	0.27868164	0.035680525	0.3017447	0.2353601	-0.04701552	-0.21230733	0.31123018	0.048035663	-2.161483	-0.6247867	0.36934194	0.4891773	-0.6300835	-0.39101577	0.15535714	0.26070905	-0.14597979	0.42516887	0.51937556	0.27175635	0.24942479	0.46053645	-0.12960586	0.6054047	0.3474524	0.106383935	0.20610929	0.38873976	0.32626244	-1.7271054	-0.8958027	0.02184979	-3.162265	-0.4545959	0.045383718	-0.4391833	-0.18836696	0.19059175	-0.1391678	0.22714852	-0.008350163	-0.72139245	0.28277132	0.1852532	0.07428207	0.5456483	0.60837257	0.2251572	0.13303116	0.23346427	0.19564043	0.2308368	0.3727852	0.18896136
250366_at	0.6526009	1.6222258	1.4342538	2.6026514	-2.262167	-2.596583	-0.86911327	-1.1541591	-1.0499701	-0.9668058	-1.1588532	-0.6819155	0.1929438	0.7040308	-0.93466043	0.085164666	0.484154	0.1618553	0.12837635	1.1873512	0.74296176	-0.099297725	-0.33528477	0.062284485	-1.4973257	-0.16552278	0.45440146	0.7745547	0.31027865	0.1380202	0.046930682	0.2549816	0.69038	0.36237597	0.23853241	0.29131848	0.70537823	0.76731104	0.6984558	0.76722187	0.6540325	0.14381933	0.31316113	0.26170745	0.18875724	-1.292158	-0.6216784	-1.3193133	-4.4632764	-0.16265482	0.41393653	-0.24566716	0.36719757	-0.34299162	0.15175344	0.43609267	0.3837353	0.092013866	0.62229013	-1.2338837	0.17911159	-0.5347998	-0.22521776	0.46131918	0.22357427	0.5572087	0.39622483	0.51447815	0.56203204	0.72985804
253040_at	0.6266845	-1.2158136	2.0667064	-1.9415737	-2.174858	-3.0761306	0.31600368	-0.30749533	-0.9903569	0.19806568	-0.4953605	-0.001127596	0.24727675	0.23374055	0.000204	-0.09872286	-0.20764714	0.31443867	1.2983176	1.1814857	0.073283	0.2854554	-0.5277447	0.55234724	-0.9437818	-0.3308147	0.4193727	0.50035995	-0.006695693	0.23820461	1.4080191	0.85457915	0.2391468	0.46145636	0.62074244	0.031079004	1.3007264	1.5808173	0.028637419	1.7016884	0.79884475	0.3699398	0.2759836	0.15392816	0.30128255	-1.318855	-1.7095298	-1.0106673	-4.4083457	0.31319982	0.23375577	0.17188187	0.36517775	0.23566853	0.26694763	0.016106848	0.069847845	-0.5486668	0.29408047	-0.46133298	0.11830735	0.43123102	0.1929342	-0.081791475	0.12196971	0.077670865	0.27904943	-0.018510483	0.042449486	-0.033274125
262970_at	-0.003484069	-0.61524296	0.7608787	0.29255947	-1.5519942	-3.0914416	0.62343675	0.6702052	-0.7331796	-1.2864399	0.2308143	0.64930713	-0.46464828	-0.18807465	0.17790475	0.055006314	0.74138325	0.774007	3.3462577	3.3547807	-0.20900759	-0.35031134	0.21925113	0.52649975	-1.5300226	-0.16612671	0.44290918	0.40604004	-0.5024652	-0.14005095	0.55871475	0.43340525	-0.5657811	0.39554772	-0.21297367	0.3791902	0.022447761	0.52179813	1.1585348	0.9936859	0.57909757	-0.20062798	-0.008649227	-0.0157512	-0.17795478	-1.1515541	-1.2040644	-0.7845698	-4.119897	-0.03151239	0.16798756	0.119226314	0.08611381	0.019352762	0.009235589	-0.06946515	-0.007012296	-0.30767262	0.18987232	-0.39715374	0.07024497	0.20877722	0.17320834	0.19654036	0.018402632	0.035373528	0.14020759	-0.05301659	0.23274574	0.15919384
257168_at	0.23086378	-0.49965388	0.36331877	-0.03776406	-1.719788	-3.265997	-0.06512929	0.18228428	-0.78105664	-1.984932	0.60073215	0.08166117	-0.19405673	0.031523317	0.7860911	0.33657765	0.3386052	-0.15461317	0.36921743	0.4598722	0.055891387	-0.5488584	0.067946136	0.17431517	-0.86621344	-0.30203518	0.61915284	0.34063458	0.032523192	0.34404767	0.4252484	0.13167736	-0.07512065	0.4708188	0.47547546	0.6539661	0.27796575	0.605161	0.41261154	0.41261154	0.22985677	0.36299345	0.27002954	0.57866496	0.31735015	-1.8768344	-0.64724165	-0.22889653	-5.8991265	-0.114974484	0.14601582	0.21915631	0.03533002	0.31053546	0.02947585	0.06035139	0.27369457	0.06720524	0.43798566	-0.025168288	0.16802183	0.46807304	0.5079503	0.60128593	1.0822495	0.8853184	0.48870292	0.7458155	0.9710168	0.74958664
246108_at	2.7328959	-0.16499545	2.48044	1.4544773	-0.20687576	0.4237864	-0.96022636	-0.5578117	-1.7128798	-0.49704686	4.089862	3.6544986	-0.7940657	0.5503204	-0.45186737	-0.41115096	-0.17052041	0.36906573	-0.11049226	0.057104062	-0.024225527	0.70953876	0.38392407	-0.3489644	0.00417132	0.9170158	-0.118840605	0.09920202	-0.28381667	1.0831006	-0.27646932	1.0438577	-0.18587483	0.10383597	-0.813978	-1.1503237	-0.10150674	-0.12164977	-0.19420645	0.5463789	-0.18229812	-1.3934252	-0.06296286	-0.44406286	-0.48964375	-1.517943	-1.1548357	-1.140874	-0.56081015	-1.020059	-0.45421314	-0.21794385	0.21525365	-0.4476917	-0.3299534	-0.352046	0.07863083	-0.59843004	0.34363025	-0.5495384	-0.012372422	0.35962144	0.08299543	-0.111866206	-0.1790868	-0.14416997	-0.169439	-0.22061728	-0.1454041	-0.22613132
265547_at	2.30134	-0.013124951	-0.038257774	1.6986861	1.2607733	-1.2117058	0.37589684	0.6970623	0.63671154	-0.19162327	4.2494206	4.1770864	0.3178176	-0.72665817	-0.28159928	-0.17908284	0.22544767	-0.79902244	-0.24600184	0.09319968	0.25319502	-0.65582293	-0.1427298	-0.00700599	-0.5197007	-0.12501687	-0.17960073	0.57873905	-0.000601	-0.19602463	-0.01065433	0.08989862	-0.13105085	-0.8532025	-0.4166645	-0.15332845	-1.2449201	-0.8096695	-0.23184595	-0.7748918	-1.6393026	-2.1926217	-0.14700194	-0.07912403	0.019035531	-0.87460965	-0.7491541	-1.0496947	1.9662033	0.08444878	-0.17847727	-0.340309	-0.2024186	-0.060330868	-0.07287128	-0.51964074	-0.08458654	-0.09486909	0.13765366	-0.10346368	-0.13617273	0.38592932	-0.05890924	-0.09781783	-0.28613454	-0.2090282	-0.10822171	-0.11636918	-0.00236182	-0.005247681
252648_at	1.8034484	-2.657106	1.4993523	0.07569344	0.21373904	-0.57772255	0.2935929	-0.099389955	0.35741013	-1.2788492	5.311368	2.9558883	0.15555887	-0.33373496	0.62656045	-0.3007622	0.57372296	0.22056413	1.1282154	1.2327993	0.08776701	-0.4166137	0.24920523	0.3590637	1.5235008	0.057846814	0.42235345	-0.025481042	-0.06926293	-0.33871293	0.6667187	0.4356888	-0.022082347	-0.6051642	-0.27443716	-0.5504639	-1.1395508	-0.7780314	-0.47877896	-0.82312727	-1.7849085	-0.8605244	-0.10355019	-0.15349127	-0.19034348	-0.34766147	-0.3012357	-0.31042415	-0.26132122	-0.5412083	-0.1806533	-0.19830295	-0.0925757	-0.17194264	-0.34699222	-0.35555893	-0.2505131	-0.2918589	0.08452229	-0.667119	-0.4207596	0.076806135	-0.060778525	-0.38622478	-0.27239662	-0.23092851	-0.23469828	-0.22257985	-0.20596111	-0.19760226
252193_at	0.4693559	-0.09613851	1.9967886	0.590641	-0.40544504	-0.4402039	-0.097385965	-0.17211366	0.4447611	0.46111757	5.1175876	3.7806761	-0.19319314	-0.05786976	-0.30624598	-0.15380123	-0.08308055	1.0164952	0.055941988	-0.052004203	0.16851054	0.6756868	-0.3085564	0.054445006	-0.10040671	-0.07727466	-0.32084417	-0.2362334	-0.12729573	0.13220322	-0.07950102	0.06999684	-0.16216335	-0.35389963	-0.67940456	-0.34946412	-1.2252674	-1.4151881	-1.0575302	-1.1554286	-1.9819856	-2.308637	0.060703844	-0.54156876	-0.10237975	0.004994263	-1.019655	-0.61042863	-0.5761847	0.27672023	0.69298005	0.030702863	-0.3547708	0.166183	-0.35636348	-0.1782097	-0.42829877	0.30369928	0.35918707	0.005040117	-0.40729505	-0.2966081	-0.2437461	-0.48864838	0.15883844	0.3805128	0.56982636	0.47653207	0.568988	0.51160395
253571_at	0.3107858	-1.1678973	0.42187786	-0.548211	-0.619668	-1.4163585	-0.2964786	-0.026349593	0.11078188	1.7811403	4.9593053	2.988976	-0.28317615	-0.19202383	0.072499186	0.20848128	-0.20703807	0.045468383	0.6731182	0.41166756	0.12957998	0.76844525	-0.23521921	-0.22636598	0.001893867	-0.24714325	-0.12950793	-0.00430978	-0.3206784	0.15111905	-0.026344342	0.28586784	0.8134736	0.2594593	-0.54043376	0.2240873	-0.9527876	-1.5250449	-1.4588962	-1.4588962	-2.5548527	-2.0947077	0.21264294	0.17309572	0.22318697	-0.22209284	-0.56293917	-0.86290556	-0.08216607	0.34651497	0.4520991	0.37836266	-0.122179225	1.5401844	0.06794088	0.7113512	0.2788111	0.47525993	0.29060876	-0.12297702	-0.06951894	-0.3024137	-0.044611007	-0.70454013	-0.4381251	-0.39060807	-0.386462	0.14158782	0.505135	0.42911857
267083_at	1.5071698	-0.95120764	0.9017371	0.7956199	0.23902856	1.5480996	-0.019563504	-0.03998895	-1.7721734	-0.82208997	2.7827768	2.1964855	-0.4349678	0.057707943	-0.024237627	-0.76514965	0.20005527	1.5494285	0.75994927	0.16562442	0.40614906	1.6424816	-0.13132404	-0.30963024	2.8714097	2.1310122	-0.5319652	-0.43871972	0.9649214	1.3598323	-0.024707247	-0.042094436	0.47668517	0.34471813	-1.2565502	-0.15245639	-0.774084	-1.1604706	-0.840536	-1.1918215	-1.8751476	-2.0538077	-0.38290054	-0.7943405	-0.31468228	0.9994832	-0.18588787	-1.0330645	0.2579379	-1.8837101	-0.2630161	-0.06558657	-0.44869384	0.3035239	-0.41102397	-0.1324229	-0.3249836	0.3884465	-0.09018306	-0.5481394	-0.51654285	-0.6309172	-0.39996657	-0.41061258	0.09711665	-0.3879805	-0.23155802	-0.021144843	0.13772058	0.004930525
263800_at	2.1942692	-0.29299504	1.114315	-0.54453003	1.0859413	1.2404596	0.11008564	-0.8611261	-0.1567276	-0.011957049	4.310278	1.6321194	0.12338168	0.28004378	0.013879781	-0.29062316	0.35757184	0.83591247	0.54753673	-0.22935258	0.22987758	1.1148815	0.05037567	-0.09658123	1.803992	1.2668132	-0.34897292	-1.5771451	0.24897064	0.628058	0.53047115	0.27922615	0.19415161	0.6017991	-0.40901175	0.30376843	-1.2244207	-1.7921185	-1.6296315	-1.5044857	-1.8366983	-2.1543427	0.1655076	-0.47799328	-0.061346762	1.4410148	0.11926725	-0.5140294	-0.6974488	-0.8867605	0.009548008	-0.108068265	-0.26495406	0.52943367	-0.1784917	0.1523755	-0.032896675	0.4057622	-0.04691738	-0.3196414	-0.40908498	-0.48566094	0.11942764	-0.947441	-0.57524985	-0.83056813	-1.075267	-0.5508937	-0.37314013	-0.24394214
256337_at	0.008680088	-0.9725481	-0.5356926	-1.528701	1.8094716	1.6471962	1.5389067	0.52785206	0.3049784	-0.75006956	3.2015312	3.007597	0.12379297	0.4655998	0.014378266	-1.0024176	0.019533606	1.1007198	0.2874916	-1.2805483	0.16067713	0.5055389	1.071887	0.04988071	1.9638405	1.8119849	0.4145378	1.1009188	0.5263657	0.8548988	1.2543465	-0.21077599	-0.058282297	-0.3536191	-0.97314	-0.6503824	-0.59653515	-0.71867335	-0.015517046	-0.54411453	-1.9799079	-1.6811626	-0.17151645	-0.22271231	-0.053257085	0.15645461	0.8033358	0.22468872	-1.6016424	-0.5280401	-0.25928912	-0.23440959	-0.23182526	0.029502487	0.11232775	0.08903797	-0.16253601	0.21431734	-0.34212273	-1.1263812	-0.18400398	-0.15858318	-0.32485884	-0.56287515	-0.93124753	-0.9502704	-0.9407971	-0.72454363	-0.813332	-1.0259392
263584_at	0.9102042	0.13429525	0.042494997	-0.25876498	1.277462	0.9556277	0.24905646	-0.32642353	0.2903805	0.21086943	3.5451093	2.7788677	-0.22277486	0.07659568	-0.16502647	-0.35298103	0.65370023	2.1811683	0.2694626	0.02177554	-0.040450647	0.5959299	-0.26743367	-0.07007535	3.218313	2.2742026	-0.20772877	-0.032141704	0.5532669	0.5917967	0.01979817	-0.19474094	0.1422201	0.12199509	0.12326112	-0.2259146	-0.5243334	-0.7908923	-1.0034978	-0.6818556	-1.4453586	-1.0437759	-0.16438004	-0.21151419	-0.13740416	-0.38245866	0.31977588	-0.43153608	-1.699141	-0.2598709	0.20362863	-0.20222503	-0.3604428	1.0084621	-0.18266067	0.11273509	-0.094893485	-0.08259483	-0.14921424	-0.39422372	-0.56420696	-0.52468055	-0.21075402	-1.243663	-1.397695	-1.3431903	-1.1511176	-1.2599087	-1.2866229	-1.2938865
254256_at	0.8639272	-0.7105498	0.6432541	-0.8821008	0.464489	1.3240304	1.1628705	0.24340987	0.1837559	0.45897943	4.229715	2.7404892	-0.032166608	0.4334058	0.58369803	-0.39085656	0.276111	0.98211193	0.98737556	-0.12384608	0.06397165	1.0618185	0.40596908	0.5895969	1.4355826	1.0068674	0.07093067	-0.81989306	-0.010783318	0.38680705	0.78500366	0.2763881	-0.78653747	0.27365655	0.55110246	0.36966556	-1.2093928	-1.6356722	-1.3776495	-0.802928	-1.134384	-0.95692223	-0.15818109	-0.086679704	-0.02073448	-0.23120458	0.90113103	-1.4376403	-2.4690576	-0.30629954	0.019352313	-0.055695824	-0.5224549	0.7930511	-0.518485	0.041746274	0.003024351	0.33046073	-0.003125447	-1.2973421	-0.4426747	-0.05957785	0.11954495	-0.86635923	-0.83142	-0.9621067	-0.99192715	-1.0056497	-0.87925917	-1.043736
254255_at	1.479882	2.4294605	-0.3012228	-0.20271924	2.6097674	2.683258	0.013337077	-0.03557225	1.5809269	0.79988855	2.372494	1.5691845	-0.11457694	-0.028172502	-0.31145564	-0.38600948	-0.10432003	0.5818944	-0.4012955	-0.33940026	-0.13196985	0.4872579	-0.43953687	-0.24409123	3.5451958	1.3518627	-0.2946415	-0.43745357	0.2952628	-0.005160817	-0.34532097	-0.19746979	-0.5514455	-0.004168313	-0.22231886	-0.33207458	-0.8905435	-1.3978306	-1.7667298	-1.178991	-1.9584655	-1.4998492	-0.5047395	-0.18093704	-0.1508441	-0.062222216	0.50954056	-0.32418934	-0.82767934	0.48600495	-0.14769363	-0.2974768	-0.38035688	0.41706637	-0.28972194	0.08706723	-0.086051665	0.1798346	-0.35456252	-0.6778362	-0.43625832	-0.5466686	-0.36684608	-0.5411768	-0.36104888	-0.4859196	-0.68980724	-0.5180306	-0.50724345	-0.6190698
255742_at	0.36441422	0.9846404	1.1913812	0.7841284	1.3502622	3.2780144	0.5500464	0.75191593	-0.28159025	1.2367074	1.9329158	1.5542678	-0.031882394	0.4609447	-0.2043444	-0.122011304	0.7870578	2.2173383	0.16350992	0.18692061	0.6248709	2.0607297	0.09228905	0.15905015	0.90995425	1.3673486	-0.16400744	0.07714129	-0.12841916	1.1736416	0.120053165	0.22788242	-0.006816287	0.13735236	-0.76678306	-0.89048624	-0.9822087	-1.4628626	-1.4482127	-1.7825872	-1.6462413	-2.0763514	-0.45417678	-0.64288014	-0.9501163	0.5443645	-0.1995852	-0.07722579	-0.32795805	0.35845447	-0.88684565	0.44112805	-0.15808918	0.007581512	-0.65647465	-0.53425545	-0.66035694	0.28943536	-0.5188914	-0.7230074	-0.77936995	-0.21945035	0.4431909	-1.0222096	-0.88634545	-1.1313013	-0.88582814	-0.95950776	-1.0855966	-1.0746574
252346_at	0.7060953	0.28908437	0.36832243	2.2903075	0.6881521	1.8813028	0.029125743	-0.15936857	0.16501649	0.18227704	2.1628609	0.6764025	0.13269497	0.005293153	-0.33749923	-0.004466802	0.1721114	1.0584978	-0.1425357	-0.096897334	-0.04118844	1.9638455	-0.117147446	0.16953628	3.5787752	1.394983	0.105327405	-0.17952235	0.02669312	0.008381354	-0.104501985	-0.03501467	-0.08568669	0.009173111	-0.28623146	-0.03379977	-1.9213159	-2.2676816	-0.8146253	-2.030744	-2.924124	-2.741023	-0.33904758	-0.071215816	-0.14389578	0.42545393	0.37863836	0.73944116	0.3809854	-0.051468242	-0.065380305	-0.04920651	-0.15508185	-0.009660071	-0.024391815	-0.08308565	-0.056165777	0.014580852	0.03960424	-0.013950872	-0.08555921	-0.08244547	-0.12529083	-0.6440605	-0.7464435	-0.640241	-0.44307005	-0.66874254	-0.60814327	-0.6130424
260904_at	-0.41223997	0.10531156	1.0854114	-0.62572837	-0.66635746	0.67261463	-0.0392601	-1.3807485	-0.2981376	-0.48280323	3.2095332	2.361752	-0.24128832	-0.09756441	-1.0456499	0.32441157	0.26395822	-0.19356532	0.3636893	-0.34390694	0.09923273	-0.25513905	-0.22716539	0.33100852	3.9831579	1.1567677	0.03993589	-1.2125864	0.67045087	0.001975672	0.49098912	-0.103101276	-0.9790248	-0.3756922	-0.9901774	0.692761	-1.1678973	-2.2843308	-2.5692077	-2.1117444	-1.3146063	-0.85877544	0.040562358	-0.21554027	-0.18760829	-0.0395271	0.45725098	0.1322598	-0.55840486	0.044292007	0.16384117	0.06732212	0.10352864	0.11600831	0.22617094	0.014902778	0.08430092	0.08073345	0.16320853	-0.17115103	0.018380648	-0.11580405	-0.2813271	1.162127	0.96364605	0.67454445	0.22935703	0.7032668	0.35438722	0.19300845
